run_id,series,label,M,alpha,Q_W_mean,Q_X_mean,Q_Y_mean,FIT_Y_mean,NMSE_Y_mean
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,0.9,0.08291487395763397,0.08287778496742249,0.2612265348434448,0.3500707745552063,0.6499292254447937
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,0.95,0.09000501781702042,0.09039964526891708,0.2733360528945923,0.35783594846725464,0.6421640515327454
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.0,0.11416682600975037,0.11355406045913696,0.284963995218277,0.3652048110961914,0.6347951889038086
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.05,0.13741354644298553,0.13738171756267548,0.29775160551071167,0.3735605478286743,0.6264394521713257
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.1,0.1671343892812729,0.16687721014022827,0.31211134791374207,0.38459455966949463,0.6154054403305054
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.15,0.2000921368598938,0.19948509335517883,0.328451931476593,0.39877551794052124,0.6012244820594788
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.2,0.23854903876781464,0.2379889041185379,0.3453775942325592,0.4141150116920471,0.5858849883079529
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.25,0.2888876497745514,0.28832414746284485,0.36750489473342896,0.438709557056427,0.561290442943573
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.3,0.33297738432884216,0.3322315216064453,0.3904224932193756,0.4631255865097046,0.5368744134902954
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.4,0.4161316454410553,0.41539332270622253,0.4408753514289856,0.5186505317687988,0.4813494384288788
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.5,0.4975460469722748,0.49686968326568604,0.5003561973571777,0.5814480781555176,0.4185519218444824
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.6,0.5959318280220032,0.5951140522956848,0.5968936085700989,0.6580883264541626,0.3419116735458374
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.7,0.6965119242668152,0.6950966715812683,0.6976330280303955,0.734897255897522,0.26510271430015564
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.8,0.7977287769317627,0.7963756322860718,0.7982204556465149,0.816665768623352,0.18333423137664795
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,1.9,0.8993431329727173,0.8974379301071167,0.899998128414154,0.9058343768119812,0.0941656231880188
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,2.0,0.991332471370697,0.9890949130058289,0.9921966791152954,0.9939699172973633,0.006030093878507614
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,2.1,0.9990643858909607,0.9968116879463196,1.000030755996704,0.9999486804008484,5.1298698963364586e-05
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,2.3,0.9989710450172424,0.9967113733291626,0.9999425411224365,0.9999957084655762,4.309154519432923e-06
20260430_115526_bgs_N2000_M300_rank1-a24_S1_steps60000_c719d1,M300,M=300,300,2.5,0.9989968538284302,0.9967345595359802,0.9999467134475708,0.9999989867210388,1.0230420457446598e-06
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,0.0,0.49907436966896057,0.5033095479011536,0.0,0.0,1.0
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,0.3,0.5311138033866882,0.5334132313728333,0.6424556970596313,0.277608722448349,0.7223913073539734
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,0.6,0.5703560709953308,0.5735201239585876,0.6635405421257019,0.28671795129776,0.71328204870224
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,0.75,0.592648446559906,0.5976133346557617,0.678087055683136,0.2937149703502655,0.7062851190567017
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,0.85,0.6099756956100464,0.6158174276351929,0.6895151734352112,0.3016066253185272,0.6983933448791504
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,0.9,0.6189391016960144,0.6246679425239563,0.6939374804496765,0.30265459418296814,0.6973454356193542
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,0.95,0.6283276677131653,0.6318726539611816,0.6987147927284241,0.30480533838272095,0.695194661617279
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.0,0.6354700326919556,0.6394338011741638,0.7044905424118042,0.30668872594833374,0.693311333656311
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.05,0.6468008160591125,0.652133584022522,0.7113991379737854,0.31176167726516724,0.6882383227348328
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.1,0.6542142033576965,0.661130428314209,0.7170101404190063,0.31030765175819397,0.6896924376487732
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.15,0.6668705344200134,0.6715386509895325,0.7251364588737488,0.31690940260887146,0.6830906271934509
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.2,0.6767154932022095,0.6812052130699158,0.7317869067192078,0.32117602229118347,0.6788240075111389
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.25,0.6856927275657654,0.6908222436904907,0.7376575469970703,0.32342931628227234,0.67657071352005
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.3,0.6964585185050964,0.702650785446167,0.7455523610115051,0.3255392611026764,0.6744608283042908
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.4,0.7195961475372314,0.7261730432510376,0.7609433531761169,0.333974689245224,0.6660253405570984
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.5,0.7435329556465149,0.748588502407074,0.777863085269928,0.3452748954296112,0.6547250747680664
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.6,0.7680002450942993,0.7746079564094543,0.7978858351707458,0.357770711183548,0.6422292590141296
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.7,0.7965599894523621,0.8014616966247559,0.8193122148513794,0.37864619493484497,0.6213538646697998
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.8,0.8264789581298828,0.8344144821166992,0.8448618054389954,0.3870715796947479,0.6129283905029297
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,1.9,0.859399139881134,0.8659833073616028,0.8732047080993652,0.43471118807792664,0.5652889013290405
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,2.0,0.9001280069351196,0.9050086140632629,0.9070358276367188,0.5491825938224792,0.45081743597984314
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,2.1,0.9524000287055969,0.9581713080406189,0.9551979899406433,0.7970059514045715,0.20299406349658966
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,2.3,0.9969229102134705,1.0004656314849854,0.998410165309906,0.9987854361534119,0.0012146555818617344
20260430_115229_bgs_N2000_M50_comp1-a24_S10_steps60000_6b7b25,M50_no_onsager_S10,"M=50, no Onsager, S=10",50,2.5,0.9968935251235962,1.0034782886505127,0.9998728632926941,0.9999886751174927,1.1356501090631355e-05
