run_id,series,alpha,Q_Y_COS_mean,Q_Y_COS_std,Q_Y_COS_sem,Q_Y_mean,FIT_Y_mean,Q_W_mean,Q_X_mean
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1,0.2583960809,0.008062059174,0.001802731235,0.2996589303,-0.7459785104,0.0008694665099,-0.002159783046
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1.1,0.283203122,0.009037239553,0.002020788197,0.3341768742,-0.7243964612,0.0001156552025,0.002383370569
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1.2,0.3086145058,0.008178800198,0.001828835322,0.3727323294,-0.713536042,-0.005710208032,-0.000225048291
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1.3,0.336835511,0.008867956689,0.001982935398,0.41386033,-0.6820567906,-0.003014934584,-0.003450857869
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1.4,0.3760126665,0.008776274305,0.001962434593,0.4761956587,-0.6520364225,-0.002128825829,0.001547827227
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1.5,0.4092669383,0.01133807845,0.002535271414,0.5278104454,-0.6081179321,0.00845590148,0.001819397898
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1.6,0.4305404887,0.01155943516,0.002584768281,0.5838651627,-0.6722936034,-0.0006311153877,-0.0006027001305
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1.7,0.4434700817,0.01156526076,0.002586070924,0.6435125858,-0.820118767,-0.005111466313,-0.008206761989
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1.8,0.4555772752,0.01093345224,0.002444794243,0.7236061007,-1.077436846,0.001618061442,-0.004948530468
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,1.9,0.5016375288,0.0131813799,0.002947446149,0.7996890426,-0.944382149,0.001355485778,0.001727152319
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,2,0.662497732,0.03868715515,0.008650710878,0.8979793161,-0.05302210748,-0.00295951568,-0.001377181755
20260503_023812_agd_N200_M50_a41_S20_steps200000_20d70c,AGD,2.1,0.9999999911,6.493466087e-08,1.451983158e-08,0.9999979407,0.9999999865,-0.004128539737,0.0001533777511
