run_id,series,alpha,Q_Y_COS_mean,Q_Y_COS_std,Q_Y_mean,NMSE_Y_mean,FIT_Y_mean,Q_W_mean,Q_X_mean
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.2,0.20057018101215363,0.005251140799373388,0.30015280842781067,2.6391589641571045,-1.639159083366394,0.005652777384966612,-0.003542424878105521
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.3,0.22250120341777802,0.0021439814008772373,0.32853326201438904,2.523294448852539,-1.5232943296432495,-0.00848445761948824,0.010261333547532558
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.4,0.2406003475189209,0.011913225054740906,0.35116010904312134,2.428251028060913,-1.4282512664794922,0.009511296637356281,0.011147554032504559
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.5,0.26006120443344116,0.0044735572300851345,0.3789379298686981,2.3651981353759766,-1.365198016166687,-0.002331049647182226,0.0035529599990695715
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.6,0.2696549594402313,0.003975424449890852,0.3991110026836395,2.3927197456359863,-1.3927198648452759,-0.0039040525443851948,0.001269442611373961
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.7,0.2863219678401947,0.003117671236395836,0.43028607964515686,2.398188591003418,-1.398188591003418,-0.008063117042183876,-0.0008534990483894944
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.8,0.2909035086631775,0.0050251963548362255,0.4514550268650055,2.5052170753479004,-1.50521719455719,0.012256661430001259,0.008014730177819729
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",1.9,0.29240524768829346,0.008000899106264114,0.48116692900657654,2.747561454772949,-1.7475616931915283,-0.0005004449631087482,0.012457665055990219
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.0,0.2923145294189453,0.008958419784903526,0.5115875601768494,3.039724588394165,-2.039724826812744,-0.002246450399979949,0.005272720940411091
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.1,0.2906343638896942,0.005785769317299128,0.5306970477104187,3.274371862411499,-2.274371862411499,-0.005339836236089468,-0.005515470169484615
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.2,0.30414876341819763,0.010536391288042068,0.5594035983085632,3.264275312423706,-2.264275550842285,0.014608606696128845,-0.0018893817905336618
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.3,0.3313652575016022,0.004668383859097958,0.591822624206543,3.007488965988159,-2.007488965988159,0.010391277261078358,0.0022076342720538378
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.4,0.3557487726211548,0.006146070547401905,0.61043781042099,2.7238450050354004,-1.72384512424469,-0.011867295019328594,-0.01237292867153883
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.5,0.3803096413612366,0.010072627104818821,0.6255753636360168,2.4561333656311035,-1.4561333656311035,0.007577824871987104,0.00686308229342103
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.6,0.4124647080898285,0.009210282936692238,0.6458730101585388,2.1610543727874756,-1.1610544919967651,-0.016580596566200256,-0.01163459662348032
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.7,0.4511945843696594,0.00750937731936574,0.6686071157455444,1.8592197895050049,-0.8592196702957153,0.05004298314452171,0.03879266604781151
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.8,0.48462778329849243,0.007381992880254984,0.6845731735229492,1.6270631551742554,-0.6270630955696106,0.03671884536743164,0.029402662068605423
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",2.9,0.5223211646080017,0.008875487372279167,0.6995717883110046,1.3950016498565674,-0.395001620054245,-0.03931565582752228,-0.03625457361340523
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",3.0,0.5569368004798889,0.006218752358108759,0.7129990458488464,1.213255524635315,-0.21325545012950897,0.01081796269863844,0.01720774732530117
20260503_012144_bgs_N200_M50_a41_S5_steps5000_1dea1b,"Spreading BiGAMP, no Onsager, 5k steps",3.1,0.5940484404563904,0.004056929145008326,0.7278446555137634,1.0455464124679565,-0.04554631933569908,-0.004438398871570826,0.0019703011494129896
