source_run,series,label,M,alpha,Q_Y_COS_proxy,Q_Y_mean,FIT_Y_mean,NMSE_Y_mean,Q_W_mean,Q_X_mean,schema_version,profile,cos_source
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M50,M=50,50,2.1,0.9999997234445843,0.9998776316642761,0.9999994039535522,5.679497121491295e-07,0.9974486231803894,1.002754807472229,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M50,M=50,50,2.3,0.9999986431129657,0.9999305009841919,0.9999972581863403,2.7182325084140757e-06,0.9975658059120178,1.0027425289154053,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M50,M=50,50,2.5,0.9999999958513737,0.9999748468399048,1.0,8.929516681632776e-09,0.9975932836532593,1.0028011798858643,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,0.0,0.0,0.0,0.0,1.0,5.605193857299268e-45,5.605193857299268e-45,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,0.3,0.5745803161418952,0.05129566416144371,0.09462130069732666,0.9053786993026733,0.007712865248322487,0.00799402967095375,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,0.6,0.6378066666027459,0.18428587913513184,0.2850872278213501,0.7149127721786499,0.026344629004597664,0.025756020098924637,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,0.75,0.6345316385259595,0.22652772068977356,0.3256065249443054,0.6743934750556946,0.0467863455414772,0.04692903161048889,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,0.85,0.630349321012983,0.25105181336402893,0.3434813618659973,0.6565186381340027,0.061224404722452164,0.0621364563703537,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,0.9,0.6293128267329685,0.2626016139984131,0.3510780334472656,0.6489219665527344,0.0712832361459732,0.0721869096159935,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,0.95,0.6305503914795975,0.2753320634365082,0.35999780893325806,0.6400021910667419,0.09449966996908188,0.09528038650751114,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,1.0,0.6313104256476921,0.2870842218399048,0.3673769235610962,0.6326230764389038,0.11357123404741287,0.1151445135474205,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,1.05,0.6378704634453047,0.30177241563796997,0.379727303981781,0.620272696018219,0.15082065761089325,0.15232934057712555,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,1.1,0.6436565923499247,0.31660881638526917,0.3912609815597534,0.6087390184402466,0.1789172738790512,0.18059508502483368,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,1.15,0.646376166299871,0.3293086290359497,0.39905858039855957,0.6009414196014404,0.19681157171726227,0.19787980616092682,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,1.2,0.6587235748393023,0.34712186455726624,0.4165554642677307,0.5834445357322693,0.23949401080608368,0.24149081110954285,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
/home/sucia/Matrix_Factorization/artifacts/trials/metric_plateau_m_sweep_2k_grid_c/20260430_044004_m_sweep_2k_grid_c_bgs_N2000_M50_rank5-a24_S1_steps60000_dfa230,M80,M=80,80,1.25,0.672750034858726,0.36779525876045227,0.4367050528526306,0.5632949471473694,0.27919238805770874,0.280669242143631,5,projection_qy_physical_latent_v2,derived_from_schema_v5_Q_Y_projection_and_NMSE_mean
